Entry	Entry name	Status	Protein_names	Gene_names	Organism	AA_Length	Taxonomic lineage (ALL)	Organism ID
J7JXL2	J7JXL2_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7) (Fragment)	acdS	Cupriavidus sp. SaZS1	209	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus sp. SaZS1"	1181203
J7K426	J7K426_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7) (Fragment)	acdS	Cupriavidus sp. SaZS4	209	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus sp. SaZS4"	1181204
A0A069I6S7	A0A069I6S7_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS CF70_015925	Cupriavidus sp. SK-3	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus sp. SK-3"	1470558
A0A022GGF8	A0A022GGF8_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS CF68_23920	Cupriavidus sp. SK-4	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus, Cupriavidus sp. SK-4"	574750
A0A0H4PA20	A0A0H4PA20_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	CA2015_1593	Cyclobacterium amurskyense	319	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium, Cyclobacterium amurskyense"	320787
S7V978	S7V978_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	ADICYQ_4830	Cyclobacterium qasimii M12-11B	319	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Cyclobacterium, Cyclobacterium qasimii, Cyclobacterium qasimii M12-11B"	641524
D4TK43	D4TK43_9CYAN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	CRC_02738	Cylindrospermopsis raciborskii CS-505	321	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Aphanizomenonaceae, Cylindrospermopsis, Cylindrospermopsis raciborskii, Cylindrospermopsis raciborskii CS-505"	533240
A0A1S1ZUK4	A0A1S1ZUK4_9CYAN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BCV64_16150	Cylindrospermopsis raciborskii MVCC14	316	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Aphanizomenonaceae, Cylindrospermopsis, Cylindrospermopsis raciborskii, Cylindrospermopsis raciborskii MVCC14"	940191
A0A0R0M2R4	A0A0R0M2R4_9CYAN	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASL19_09995	Cylindrospermopsis sp. CR12	321	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Aphanizomenonaceae, Cylindrospermopsis, Cylindrospermopsis sp. CR12"	1747196
K9WVH3	K9WVH3_9NOST	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Cylst_1502	Cylindrospermum stagnale PCC 7417	324	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Nostocales, Nostocaceae, Cylindrospermum, Cylindrospermum stagnale, Cylindrospermum stagnale PCC 7417"	56107
Q11PF0	Q11PF0_CYTH3	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	yedO CHU_3479	Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469)	302	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Cytophaga, Cytophaga hutchinsonii, Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469)"	269798
A0A059IMU6	A0A059IMU6_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	U879_12510	Defluviimonas sp. 20V17	382	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Defluviimonas, Defluviimonas sp. 20V17"	1417296
A0A0E3Z7L1	A0A0E3Z7L1_9BURK	unreviewed	1-amino-cyclopropane-1-carboxylic acid deaminase (Fragment)	acdS	Delftia sp. 17(2015)	212	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Delftia, Delftia sp. 17(2015)"	1656860
A0A1V4M0Q4	A0A1V4M0Q4_9DELT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AVO33_01095	delta proteobacterium ML8_F1	361	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, unclassified Deltaproteobacteria, unclassified Deltaproteobacteria (miscellaneous), delta proteobacterium ML8_F1"	1775671
E1QDK7	E1QDK7_DESB2	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Deba_0147	Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / VKM B-1802 / 2st14)	354	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfarculales, Desulfarculaceae, Desulfarculus, Desulfarculus baarsii (Desulfovibrio baarsii), Desulfarculus baarsii (strain ATCC 33931 / DSM 2075 / VKM B-1802 / 2st14)"	644282
B8FFH6	B8FFH6_DESAA	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Dalk_2543	Desulfatibacillum alkenivorans (strain AK-01)	359	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfatibacillum, Desulfatibacillum alkenivorans, Desulfatibacillum alkenivorans (strain AK-01)"	439235
J7IR33	J7IR33_DESMD	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 4.4.1.15)	Desmer_0610	Desulfosporosinus meridiei (strain ATCC BAA-275 / DSM 13257 / NCIMB 13706 / S10)	331	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus meridiei, Desulfosporosinus meridiei (strain ATCC BAA-275 / DSM 13257 / NCIMB 13706 / S10)"	768704
G7WA78	G7WA78_DESOD	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Desor_0514	Desulfosporosinus orientis (strain ATCC 19365 / DSM 765 / NCIMB 8382 / VKM B-1628) (Desulfotomaculum orientis)	332	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, Desulfosporosinus orientis, Desulfosporosinus orientis (strain ATCC 19365 / DSM 765 / NCIMB 8382 / VKM B-1628) (Desulfotomaculum orientis)"	768706
F6DN02	F6DN02_DESRL	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (EC 3.5.99.7)	Desru_1185	Desulfotomaculum ruminis (strain ATCC 23193 / DSM 2154 / NCIB 8452 / DL)	330	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfotomaculum, Desulfotomaculum ruminis, Desulfotomaculum ruminis (strain ATCC 23193 / DSM 2154 / NCIB 8452 / DL)"	696281
Q728F7	Q728F7_DESVH	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	DVU_2646	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	332	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio vulgaris, Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)"	882
A0A0F5FLC1	A0A0F5FLC1_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VE26_07135	Devosia chinhatensis	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia chinhatensis"	429727
A0A0F5QFF7	A0A0F5QFF7_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	WH87_07495	Devosia epidermidihirudinis	381	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia epidermidihirudinis"	1293439
A0A0F5FQX5	A0A0F5FQX5_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VE25_13815	Devosia geojensis	381	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia geojensis"	443610
A0A1E5XRM3	A0A1E5XRM3_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VW23_017180	Devosia insulae DS-56	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia insulae, Devosia insulae DS-56"	1116389
A0A087M4P3	A0A087M4P3_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	JP75_07280	Devosia riboflavina	383	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia riboflavina"	46914
A0A0F5L6G6	A0A0F5L6G6_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	VW35_12455	Devosia soli	386	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia soli"	361041
A0A087LJV1	A0A087LJV1_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	JP74_22430	Devosia sp. 17-2-E-8	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. 17-2-E-8"	1535287
A0A1M3KBN5	A0A1M3KBN5_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGO80_03280	Devosia sp. 63-57	386	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. 63-57"	1895751
A0A1M3KSB4	A0A1M3KSB4_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGO81_14790	Devosia sp. 66-22	379	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. 66-22"	1895753
A0A1Q3Z1M3	A0A1Q3Z1M3_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGO82_18810	Devosia sp. 67-54	381	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. 67-54"	1895754
A0A0K0TVK7	A0A0K0TVK7_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	XM25_08215	Devosia sp. H5989	383	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. H5989"	1643450
A0A0Q4NY59	A0A0Q4NY59_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASE94_10195	Devosia sp. Leaf64	370	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. Leaf64"	1736229
A0A0Q6PFG7	A0A0Q6PFG7_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASC68_05955	Devosia sp. Root105	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. Root105"	1736423
A0A0Q7EAA7	A0A0Q7EAA7_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASC89_06560	Devosia sp. Root413D1	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. Root413D1"	1736531
A0A0Q7IWQ8	A0A0Q7IWQ8_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASD04_02215	Devosia sp. Root436	367	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. Root436"	1736537
A0A0T2MEH0	A0A0T2MEH0_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASD80_09105	Devosia sp. Root635	381	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. Root635"	1736575
A0A0Q8IZ89	A0A0Q8IZ89_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASD83_03925	Devosia sp. Root685	370	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. Root685"	1736587
A0A178HTM8	A0A178HTM8_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A3840_13220	Devosia sp. S37	371	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. S37"	1770058
A0A1E4A005	A0A1E4A005_9RHIZ	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ABS47_24935	Devosia sp. SCN 66-27	384	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, Devosia sp. SCN 66-27"	1660097
A0A0J0URH6	A0A0J0URH6_9BURK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS OX89_01350	Diaphorobacter sp. J5-51	338	"cellular organisms, Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Diaphorobacter, Diaphorobacter sp. J5-51"	680496
A0A0A3ZJY2	A0A0A3ZJY2_DICCH	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS NM75_04595	Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi)	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi)"	556
C6CLC6	C6CLC6_DICC1	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Dd1591_3623	Dickeya chrysanthemi (strain Ech1591) (Dickeya zeae (strain Ech1591))	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi), Dickeya chrysanthemi (strain Ech1591) (Dickeya zeae (strain Ech1591))"	561229
C6C3G1	C6C3G1_DICP7	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Dd703_3500	Dickeya paradisiaca (strain Ech703) (Dickeya dadantii (strain Ech703))	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya paradisiaca, Dickeya paradisiaca (strain Ech703) (Dickeya dadantii (strain Ech703))"	579405
A0A0B2TND4	A0A0B2TND4_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS OI70_07915	Dickeya solani	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya solani"	1089444
U6ZQ63	U6ZQ63_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS A544_0461	Dickeya solani D s0432-1	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya solani, Dickeya solani D s0432-1"	1231725
D2C2V6	D2C2V6_DICZ5	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS Dd586_0453	Dickeya zeae (strain Ech586) (Dickeya dadantii (strain Ech586))	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya zeae, Dickeya zeae (strain Ech586) (Dickeya dadantii (strain Ech586))"	590409
A0A0A8FDF2	A0A0A8FDF2_9GAMM	unreviewed	1-aminocyclopropane-1-carboxylate deaminase (ACC deaminase) (ACCD) (EC 3.5.99.7)	acdS W909_02380	Dickeya zeae EC1	338	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya, Dickeya zeae, Dickeya zeae EC1"	1427366
A0A0A2GXY2	A0A0A2GXY2_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	NV36_11255	Dokdonia donghaensis DSW-1	306	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Dokdonia, Dokdonia donghaensis, Dokdonia donghaensis DSW-1"	1300343
A0A1B7Z4W5	A0A1B7Z4W5_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	A9199_03905	Donghicola sp. JL3646	382	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Donghicola, Donghicola sp. JL3646"	1836468
A0A1M4N3I4	A0A1M4N3I4_9RHOB	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	KARMA_2704	Donghicola sp. KarMa	380	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Donghicola, Donghicola sp. KarMa"	1779855
A0A1Q3PM63	A0A1Q3PM63_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BGO21_12145	Dyadobacter sp. 50-39	298	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, Dyadobacter sp. 50-39"	1895756
A0A0Q5TMX6	A0A0Q5TMX6_9BACT	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ASG33_12425	Dyadobacter sp. Leaf189	286	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, Dyadobacter sp. Leaf189"	1736295
L0FVY4	L0FVY4_ECHVK	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	Echvi_0643	Echinicola vietnamensis (strain DSM 17526 / LMG 23754 / KMM 6221)	309	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Echinicola, Echinicola vietnamensis, Echinicola vietnamensis (strain DSM 17526 / LMG 23754 / KMM 6221)"	926556
X5K2R6	X5K2R6_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	E18064_370087	Elizabethkingia anophelis	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia anophelis"	1117645
T0NKQ8	T0NKQ8_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	C874_15215	Elizabethkingia anophelis 502	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia anophelis, Elizabethkingia anophelis 502"	1355388
A0A077EAL2	A0A077EAL2_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BD94_0747	Elizabethkingia anophelis NUHP1	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia anophelis, Elizabethkingia anophelis NUHP1"	1338011
L8K3X2	L8K3X2_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BAZ09_16310	Elizabethkingia anophelis R26	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia anophelis, Elizabethkingia anophelis R26"	1246994
A0A1T3JYU3	A0A1T3JYU3_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BAX98_03865	Elizabethkingia endophytica	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia endophytica"	1606016
A0A102DVL1	A0A102DVL1_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	ATB95_02100	Elizabethkingia genomosp. 2	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia genomosp. 2"	1756148
A0A1T3EDC2	A0A1T3EDC2_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AYC65_13765 BAY12_09485	Elizabethkingia genomosp. 3	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia genomosp. 3"	1756149
A0A1T3HGR5	A0A1T3HGR5_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BAS09_12335	Elizabethkingia genomosp. 4	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia genomosp. 4"	1756150
A0A1T3JVR1	A0A1T3JVR1_ELIME	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BAX97_11430	Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)"	238
A0A0W8EYC8	A0A0W8EYC8_ELIMR	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	AMC91_02635	Elizabethkingia miricola (Chryseobacterium miricola)	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia miricola (Chryseobacterium miricola)"	172045
A0A1T3GQ78	A0A1T3GQ78_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BB021_01880	Elizabethkingia sp. C1558	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia sp. C1558"	1873419
A0A1T3GZG5	A0A1T3GZG5_9FLAO	unreviewed	1-aminocyclopropane-1-carboxylate deaminase	BB020_15660	Elizabethkingia sp. F8124	303	"cellular organisms, Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Elizabethkingia, Elizabethkingia sp. F8124"	1873418
